,Acetate,Fructose,Galactose,Glucose,Glycerol,Gluconate,Pyruvate,Succinate
b0072,1.33683147369,0.780175657929,1.4206279905,1.16126961792,0.971341211594,0.838330264431,0.494976104383,1.17522534857
b0073,1.80534489196,1.02208608705,1.20927241773,1.01406481034,0.923697663555,0.741809323132,0.69994354494,1.08437380514
b0074,1.58580633926,1.17920037799,1.41819750282,0.865862305811,0.91596956203,0.93814761637,0.84341955585,0.94670705536
b0076,1.04256593361,0.866598939965,1.00049486452,0.954579605637,1.01236487661,0.863480373821,1.36632888282,0.979660015181
b0077,0.759023750702,0.979856931895,0.687523258037,1.28400909365,1.13469042106,0.937994092001,1.27459065465,1.08543903085
b0078,0.758545227291,1.0259776902,0.65896851356,1.3104518785,1.13844144792,1.06253321287,0.907205552278,0.968974648705
b0080,1.24908032953,0.98877203169,0.997953756389,0.793755723114,0.935014578884,0.689653843121,1.2403744424,1.23869596857
b0081,0.982810322785,1.09751422971,0.959650884373,0.96590210084,1.07026380906,0.962731049332,1.02421955767,0.914285571027
b0082,0.952843969637,0.96408035462,0.958473978516,1.03789675828,0.982179394406,1.0951571479,1.08152031517,0.944071853703
b0083,0.952729539072,1.00531211753,0.951535143277,1.09497253316,0.963724574042,1.03169577244,1.14544883368,1.00810049804
b0084,1.6077888805,1.4193141285,0.776596657521,1.1650022458,0.996174469206,0.816567176546,1.02617429605,0.981238740847
b0085,0.630995533393,0.717264714537,0.765526918109,1.58042271713,1.18701042697,1.2301025536,0.747024363996,1.26061862929
b0086,1.03902489818,1.37356720559,0.785070805182,1.38950406581,0.900177517457,0.978248826776,1.00336689233,1.09082778696
b0087,0.820746537729,1.1623010294,0.710780644247,1.58394289974,1.04366942523,1.00473346012,0.906916811338,1.24647643023
b0088,0.993116352191,1.25758046034,0.830753426766,1.14233054132,0.944621902451,0.946788740947,1.69697037955,0.936008475827
b0089,0.880837990668,0.899548149619,0.676838143241,1.24810301915,1.15868125681,0.968759569811,0.984427527851,1.22660726077
b0090,0.946688310984,0.957452228136,0.749073203667,1.14165149486,0.984560171913,0.937755775257,1.19378875304,1.01497365443
b0091,1.19266550709,1.3772666567,0.876533017514,1.04355663839,0.81226368592,0.921150571504,1.42835137443,0.942612841584
b0092,0.772594813087,0.920447882577,0.463479542074,0.984212666008,0.929295706185,1.69413288179,2.05457256267,1.1739828865
b0093,0.912250882773,0.888003509864,1.22569032835,1.01435847718,1.11451643795,0.944803650438,0.774570361704,1.13894362986
b0094,0.683282672594,0.851483263433,1.21962210265,1.2567424187,1.22779035943,0.75009778186,0.569450948819,1.39892864598
b0095,0.581889696226,0.628717384777,1.03563199506,1.15793774836,1.24797557977,1.24013331462,0.926592767755,1.19575378584
b0096,0.783565383787,1.01247548813,1.04489891377,1.06015916254,0.931428429135,1.0132692768,0.941736490807,1.15813859447
b0097,1.1231125779,1.44032340744,0.953614670075,1.01410563326,0.875207098811,0.833325069231,1.01350498934,1.08977847681
b0098,0.800627174541,0.98116633823,0.777831874613,1.0435342636,0.865873471446,1.03026864241,1.34570207311,1.1344835916
b0099,1.00153784352,1.50321365585,0.523887018232,1.15873824959,0.879047459962,0.970128689182,0.827753098422,1.19763228892
b0101,1.02969490484,1.24918744873,0.92777154877,1.09028903928,0.854564488463,1.08108783928,1.50500739414,0.887624594059
b0102,0.801243078364,0.958592298335,0.943929678598,1.20798181965,0.919017400119,1.021399345,1.32820252377,0.994720413623
b0103,1.06252924245,1.07565453359,0.994268524048,0.977726460147,0.866322736383,0.882703927516,1.11514035452,0.994649261732
b0104,0.296845448356,0.802871480944,0.622387239987,1.14672966637,0.971699358821,1.19586130611,1.01313198262,1.2208791147
b0106,1.10479582515,0.863688372844,0.984894374902,1.18710883387,1.54985720615,1.20026393608,0.751103034058,1.29027800042
b0107,0.899379980372,0.947090182735,1.21675605923,0.806677754588,1.26510328623,1.06283700102,1.19228378413,0.865763920729
b0108,1.37971232669,0.821661045433,1.17155229116,1.34791804347,1.01801546922,0.964973465286,0.70830858226,2.10519551592
b0109,0.626383924096,1.05466749121,0.805373194219,1.0515780125,1.10106155101,1.08092779458,1.22414515578,0.965024372214
b0110,1.37553503243,1.34963781534,1.10373563387,0.693347581947,0.78342471534,0.726018510188,1.26697467819,1.0061620627
b0111,1.19773761367,0.950993864214,1.26412024908,0.88858467488,1.03133229673,0.895587658738,1.39508503624,1.01052828376
b0112,0.76320293524,1.06037778422,0.527612732263,1.11863709091,0.74433839339,1.15904567391,2.24821280097,0.99273387753
b0113,0.361121055868,1.04927288192,0.620934996588,0.815476553261,0.818245056932,2.19946716352,2.08514144672,1.04498325682
b0114,0.440271016379,1.12205887665,0.53192961837,1.10057834686,0.865954416402,2.15857661693,3.81093907196,1.02315587608
b0115,0.379527011986,1.01686762884,0.55197193799,1.0676903401,0.669138490445,1.94764565567,2.99282703644,1.10319813727
b0116,0.649221286281,0.969293868934,0.808006021209,0.993507237246,0.7799172528,1.37304212394,1.97988617339,1.35783450654
b0117,1.60848412575,0.846028751535,2.25461762287,0.866512425252,1.34274395358,0.790121886006,0.790990972735,0.934009354291
b0118,1.48991520557,0.85006511968,1.25659992144,0.704233725932,0.715115431636,0.552259858976,1.56629602804,1.4230528615
b0119,1.21859320257,0.878561781543,1.05631269517,0.901507344296,1.15361831397,0.929124904674,0.959867086011,1.06404752033
b0120,0.488635002055,1.44947368329,0.584963249546,1.67484680375,0.906062162987,1.09725513818,0.636466333274,1.42462435743
b0121,0.75106125663,1.80901544444,0.828418096972,1.19674740106,0.91173900261,1.12723597722,0.915406060163,1.19749788259
b0122,1.3821829606,1.27075358248,0.970791994723,1.26560869976,1.11107762533,0.967326873928,1.07151109238,0.835516231627
b0123,0.398682023484,0.467821657831,1.52799136137,1.05271092289,1.07790177583,1.48992902047,0.515380494157,0.943013797733
b0124,0.939725885135,0.815058657537,1.24595611955,2.39646281271,0.953325121417,1.92587541745,0.768052903848,0.868156880561
b0125,0.664895708917,0.990025354413,0.910146553133,1.43719457928,0.961674992144,1.28972697872,0.941812060831,1.09172695505
b0126,0.848198960517,1.53510305683,0.904109899575,1.69416823513,0.900508107346,0.982793061194,1.06188287237,1.01175497427
b0127,0.794315409738,0.938388361921,0.925427615608,1.08722512933,1.0755631971,1.06126236498,0.995486895724,0.979276446858
b0128,0.914029031388,1.00890780111,0.997953756389,1.07470779861,1.18059690926,0.89802417982,1.10527301905,1.05011478913
b0129,1.71984014365,0.797787460136,2.31415702899,0.522728362818,1.21741270579,0.601764030279,1.14542625355,0.953590838187
b0130,1.11718742351,0.882496259756,1.15888956742,0.98546876018,0.920515356722,1.04654888542,1.06229557425,0.89739965345
b0131,0.637295622847,1.16570408692,0.65067161416,1.22803487123,0.846605275649,1.07049750852,1.30286890422,0.870544348699
b0132,1.09240100539,1.07020485658,1.05301853165,0.826366828662,1.1225539036,0.805199159819,0.945713531884,0.974702535231
b0133,0.868049479576,1.19788014154,0.755461837529,0.96590210084,0.913756144165,1.08973745609,1.48487335946,1.0032186796
b0134,1.06439575149,1.29698965278,0.539181643966,0.869180941467,0.99917630526,0.827807155341,1.61744324959,1.04838170431
b0135,1.59929850465,2.82499929208,1.48188763645,0.868379714588,1.04827083436,1.12684333922,1.76019879192,0.936764481791
b0136,0.865651709561,0.690883985941,1.68493176208,1.02112079991,1.17367250495,1.06550211438,0.605434255356,1.12015638736
b0137,1.09130028426,0.747362634519,1.5353412613,0.797042145346,1.27925058492,1.00387819618,0.727018894017,1.0374445914
b0138,1.25749655441,0.738658185016,1.37002927951,0.91173900261,1.4618067232,0.812535649565,0.696078628452,1.2059434108
b0139,0.86106227309,0.933401172067,1.09671740777,0.814777616292,1.18994955228,1.2226951636,1.03850651006,0.63332432489
b0140,1.49482863974,1.85251554159,1.15435889209,0.537154945047,1.40460702423,1.08441891218,1.3977276218,0.637920415394
b0141,1.71966204206,1.70878857704,0.979696396563,0.912220458373,0.881164906407,1.49525576089,0.941213020704,0.97458999958
b0142,0.9054972771,1.2950849362,0.613979703534,1.08762401207,0.994554819369,1.0811358379,1.21831550686,2.09874844174
b0143,0.815664704982,1.25547673278,0.656973518857,1.1968868759,0.858455387605,1.02775855083,1.12913250972,0.9779339219
b0144,0.87668995624,0.763253952214,0.814452287543,1.06589029594,1.28367142035,0.986066847298,0.906548029486,1.34006752515
b0145,1.42408440511,0.998567485677,0.958077589606,0.715542279195,0.853028150297,0.755412234673,1.43875535696,1.17060411884
b0146,1.79112529372,0.85542344233,1.56368576412,0.919666365803,1.27917075346,0.96652002998,0.937809386418,0.882521172805
b0147,0.858314686824,1.27796354964,0.713858402137,1.18479389841,0.898041641942,1.2316805179,1.00943533726,0.982207986165
b0148,1.15269326919,1.02666567024,0.77212401701,1.21596625984,1.00700404188,0.859158790313,1.28607652193,0.762957233401
b0149,1.27455433976,1.17905319955,0.741573756218,0.546266894531,0.872388799129,0.903812214222,1.18068876026,0.725060508227
b0150,0.737293985859,0.999934014566,0.550514408593,1.30320235224,1.02391593229,0.76236814941,1.06597037583,1.28248581507
b0151,0.959264119325,1.46127256494,0.492353132793,1.30320040741,0.958916405201,0.837742255718,1.91054017748,1.05569632226
b0152,0.822326882168,1.24865044378,0.697805734199,1.41198949969,0.93302279332,0.898683106737,1.31917583182,1.01153135878
b0153,0.930984540263,1.75541671161,0.781712844865,1.20636397924,0.897752937131,0.996065418312,1.52999307812,0.915920930484
b0154,0.870296313349,1.32329240685,0.814943170715,1.02817968899,0.955089644732,0.950658679504,1.53342388296,1.00266987874
b0155,0.906340820744,0.75937750983,1.02770705573,1.09796053259,1.28683777955,1.04092388358,0.862876087774,1.31957145414
b0156,0.760603560727,1.01415525391,0.822061747956,1.10747367894,0.981476720404,1.04758283722,1.24282664768,0.823879553994
b0157,0.813533959525,1.13675516013,0.715950519968,1.11056328991,1.10597899282,0.846749548755,1.11773451962,1.5588531122
b0158,0.670766800587,0.541645983479,1.868582977,1.11291694118,1.18877888733,1.60286777667,0.47859820098,1.08178867617
b0159,0.590624002999,0.972764314413,0.602655311006,1.154173364,0.969924934441,1.01506104528,1.1091304734,1.01436548711
b0160,1.11860256609,0.994585528647,0.87954310944,1.00617920051,1.03823417928,0.946062379993,1.2026570968,0.966231881899
b0161,1.13049028878,0.820553917769,0.910295383321,1.05305321984,0.960166217366,0.895115188117,1.51089152771,1.00598650782
b0162,1.65223049903,1.30853718921,1.02679953309,0.304122273212,0.858283000395,0.36898371581,1.09416016598,0.979006215954
b0163,2.1068359438,1.2363857435,0.942907331125,0.614039736842,1.09624759833,0.742480893414,1.61339317148,0.705802069794
b0164,0.214578671706,0.457023385256,1.24239381612,1.26531944194,1.15104780474,1.48661506178,0.349794218673,1.17446505656
b0166,0.883742238766,1.69648764573,0.600904490024,1.68802527401,0.911634437275,0.98690969076,1.58617309364,0.908702690169
b0167,0.832537919475,1.19079689181,1.09057490168,1.04231134707,1.02963155753,1.03799797846,0.951258888343,0.814414392298
b0168,0.674927960423,1.15781770812,0.600280228648,1.18382396442,1.07049569579,1.2743430219,1.19070406957,1.00996997339
b0169,0.727470884783,1.17823281809,0.823101753696,1.46820647932,0.979985057667,1.18670604825,0.814213940053,1.50743373254
b0170,0.693902768108,1.11358740879,0.68449959785,1.11571692107,0.951702798839,1.16318973595,0.983108210815,1.03911172806
b0171,0.4362411573,0.960975997458,0.639677875131,1.89170743808,1.52208579908,2.10400042201,0.758235844737,1.77725897084
b0172,1.30605585614,1.49836312902,0.81028761798,0.964925964074,0.798862405119,0.859937705586,1.41768219831,1.03125897062
b0173,0.73980481636,0.599959665666,1.11771086971,1.05312014841,1.04740774219,1.03515006471,0.804607021509,1.00412336472
b0174,0.953461972553,1.07141430986,0.800730447867,1.05235741771,0.978753605447,0.850114035206,1.25714106323,1.35932381919
b0175,0.630722794207,0.779612629423,0.816307851629,1.38058008641,1.06798234368,1.12044851032,0.89552157295,1.17244918386
b0176,0.765770992039,0.742545855194,1.03069580579,1.12593688294,1.30266688104,0.939445326008,0.790962062819,1.36492542479
b0177,0.95263329857,1.18443545497,0.737744682918,1.02640941209,0.933137903376,0.883230243057,1.28381431965,1.03588329728
b0178,0.79509683868,1.68211030389,0.851784127812,1.21748339008,1.02684213559,1.15580267979,0.966221463465,0.857003135013
b0179,0.609198762368,0.998367919487,0.737854432194,1.49513143253,1.08860739986,0.957343731949,0.950905474434,1.19319198844
b0180,0.894314489747,1.32427946342,0.76272569354,1.07729067951,0.820069637069,0.980193103977,1.24157601444,1.00828024474
b0181,0.83803242929,1.00621797628,0.861670147026,1.22585999348,1.03172555177,1.11837818655,0.904334822134,1.14180176534
b0182,1.11358879355,0.963208502952,0.889936706857,1.00819495413,0.965218606675,0.925691082398,1.69151992355,1.10793374648
b0183,0.810536241214,1.01407349114,0.57979416684,1.27036546911,0.880406185885,0.957548569851,1.24157601444,1.08202621368
b0184,0.856011271201,1.04088370688,0.745863620947,1.15828793119,0.897782556039,0.99847388451,1.2202274037,1.02942698757
b0185,0.886289044361,1.32666939041,0.711009136119,1.14411470183,1.03111880007,1.15288286421,0.603474961022,0.983619799046
b0186,1.53345114948,0.592690478054,1.20262284307,0.934967028148,1.1107057614,1.12539059046,0.666447466598,0.874948621506
b0187,1.28788936381,0.919286094447,0.946062379993,1.12512012657,1.18150954141,1.22216027614,0.90996534496,0.957208089195
b0188,0.93550597112,1.13844479059,0.809847097502,1.12758873729,0.845230991701,0.978928606717,1.15781770812,1.02523117105
b0189,0.948808923806,0.754660163865,1.22962159037,1.11189501007,1.05107632434,0.938715109416,0.886914364018,0.89391354576
b0190,1.16117699018,1.05749490099,1.00802927086,1.0666307054,0.830241705086,0.847900052462,1.15211192175,0.8161367312
b0191,1.07248793191,0.982982340113,1.01195843623,1.02197887989,0.952971745065,0.977836858291,0.978823270158,0.89777450295
b0192,1.14528106695,1.03102288235,0.935722162461,1.04268211501,1.12464926087,1.00854129521,0.785052737326,0.838699184274
b0193,1.11042766075,0.687726537755,0.97357459084,1.01493525037,1.09921001968,1.35835471212,0.990457724987,1.15224806826
b0194,0.632062237114,1.34845950568,0.618858694881,1.11774600851,1.03159582394,0.958474539903,1.54654790368,0.897133965288
b0195,1.98075182434,1.90604418302,0.882296063337,0.87300079575,0.667037398613,1.14992749539,1.74529537039,0.803845127485
b0196,0.667550367434,0.930360141958,0.803828467887,1.05044933792,1.00030264473,1.08222326427,1.16642583728,1.05194608528
b0197,0.605353256859,1.29506146286,0.938914268701,1.00145290806,0.918053134143,1.27220918629,1.05778045168,0.954309274712
b0198,0.407597355949,1.07007308001,0.735429293504,1.18827130373,0.788547615957,0.953111403427,1.05774854487,1.20877732006
b0199,0.587826768845,1.35048706992,0.846438384063,1.12068068787,0.716725472463,1.03422065565,1.01177098987,1.33312860144
b0200,0.624225251831,0.905660340849,0.873107799884,1.23333072422,1.14572442019,1.07529429799,1.01907007505,1.25211435766
b0207,1.2126183581,1.68458667545,0.475567277611,0.990900997664,1.41379034828,0.804784465144,2.66396104668,0.720623125443
b0208,1.04981755315,0.801372023949,0.936040617516,1.36506328051,1.33218228908,1.03880725075,0.819532261316,1.33520341616
b0209,1.31193618381,1.09659735731,1.10422508903,1.17030699962,0.81928535471,0.811348233368,1.19657890049,0.725180994186
b0210,1.48025854814,1.28778408523,1.26879319282,1.13724355532,0.922730477275,0.839741883317,0.736172802886,0.850074170152
b0211,1.00009609214,0.696686151853,0.902342623918,0.939312656745,1.0139101927,0.613256728554,1.38408028652,1.6722112428
b0212,1.05335002267,0.790395405063,1.28448809857,1.0187391704,1.14474154866,1.03900860817,0.729555884017,0.976769740054
b0213,1.2226696488,1.2428284645,1.026339431,0.89336129367,0.995474962608,0.827588439162,1.70634166859,0.798571020616
b0214,0.68134801262,0.781020999992,1.14598709822,1.05400695587,1.00369558593,1.14359243935,1.04016530907,0.933033975859
b0215,1.07925416247,1.02872972915,1.01657222795,1.01462506645,0.956106745201,0.83773337893,1.10239481989,1.01172193399
b0217,1.11211845428,1.17213010986,0.6177927086,0.942815190906,1.01230461628,1.0180524776,1.04878478554,0.945050144442
b0218,1.30674514028,0.800710675934,1.43257469835,0.969007735029,1.16105964255,1.34264533075,1.2581417515,1.1116517646
b0219,1.44979526772,1.07367302893,1.37533937684,0.924413079037,1.01070896495,1.03250796431,0.997713513301,0.812494007685
b0220,1.05276941668,0.80025337925,0.923760407171,1.35208691586,1.00788705304,1.04060141342,1.51627542421,0.790306161459
b0221,2.43311654624,1.00482711735,2.05569853065,0.558991154076,1.05974348269,0.727548058942,3.76037103934,0.877693601469
b0222,0.812954945772,1.17638992364,0.941261067214,0.914286716819,1.0239885489,0.963785982171,1.10214228744,1.1618220485
b0223,1.16332693752,1.54424803402,0.913227761319,0.980092607568,0.997287205757,1.03431641633,0.980464657436,1.00436178945
b0224,0.77918329729,1.06246666113,0.915561001222,1.26100390122,1.11741276777,1.03024954395,0.944270700377,0.918065259158
b0225,0.922301571399,1.00598650782,0.630330360332,1.13312772466,1.06001378316,1.09999944969,1.3472253321,0.703377348303
b0226,0.880542032759,0.786781479662,1.14609014116,1.05174865634,1.07856949796,0.977112668787,0.63502739059,1.05351788338
b0227,0.891976729665,1.01380928847,0.843835929988,1.53224210584,0.95119064678,1.1892261605,0.831476877876,1.14192524089
b0228,1.28028391598,1.08301952461,1.25032227276,0.809570191574,0.932164235544,0.551120820072,1.15838727221,0.943222582734
b0229,1.55406638326,0.967755568518,1.10740787323,0.636853560819,0.906318198551,1.16044023668,0.92523375345,0.912389251476
b0230,1.15405305566,0.880406185885,1.56963529104,0.835959320721,1.19572944822,0.707222000312,0.995925339887,1.06659915117
b0231,0.936823509042,0.965024372214,1.43441888062,1.05876372598,1.63204620709,1.49115816983,0.753598205677,1.47469870374
b0232,0.969342208689,1.12970747234,1.04837590975,1.0508839128,1.06923745451,0.91413982752,0.996859823491,0.988774006913
b0233,0.924985430535,0.972981015513,0.943156967175,1.33232340291,1.06543477849,1.18125656718,0.750394652502,0.997187887413
b0234,1.21501101246,1.29423822985,0.801061121753,1.24746245735,0.979874107956,0.939124654172,1.07574527608,0.814795120677
b0235,1.6612560747,0.909155471584,1.36688963217,0.850982282888,1.11104054292,1.00257477488,0.622399590399,1.04619127324
b0236,2.19747870533,2.06252455901,1.01052840074,0.69484220225,0.551534393992,0.871366011074,1.29586665304,1.11366640811
b0237,0.676812967796,0.715462126505,0.742046327381,1.06239382693,1.002043909,1.15128177358,0.99607092926,1.11490219345
b0238,0.749220855254,1.76558532433,0.371424663494,0.979840916162,0.723416099805,1.03329576317,1.36995283532,0.99346727588
b0239,0.543208737275,0.649892669397,1.03875054937,1.46039639137,1.23098832755,1.03403243351,0.7584531214,1.13788201274
b0240,0.642962021042,0.697956431463,0.865097683122,1.63363586416,1.1824674633,1.15404909122,0.722406117473,1.41966207892
b0241,1.59416993651,1.41671633841,0.634623720336,0.587804253563,0.830993707679,0.845913423003,1.1685670197,1.00669948685
b0242,0.655590230545,0.78318094645,0.850887428717,1.32885622655,1.30722365929,1.28604916481,1.00887196571,1.06719405288
b0243,0.885270028576,1.12594903134,0.940704523596,1.27765170753,0.957800171493,0.802290546502,0.989066399821,1.27927636535
b0245,3.30395184117,1.45295533897,1.09236547612,0.708042948925,1.1742371558,1.05216189382,3.12241483427,0.742539853377
b0246,0.828924969166,0.849539152981,0.93743348063,1.0657188247,0.946967837878,1.17664033376,0.665363248996,1.22406185672
b0247,1.53230309744,1.89711039599,1.10277939842,0.738116544033,0.768833818988,1.04116014544,2.1543795059,0.765209372797
b0248,0.256077299315,0.195607227556,1.18781845179,1.25415590437,1.04926657988,1.41235140595,0.122260435897,1.27514848954
b0249,2.59959508423,1.18242377814,0.845001596934,0.757467122203,1.01223084475,0.818795821447,1.26835823878,1.01155008711
